,handle,text,cleantext
221,1,Weve also seen the targeting of police officersbut so many serve every day with courage and honor and are committed to reform,Weve also seen targeting police officersbut many serve every day courage honor committed reform
222,1,We have two names to add to a long list of African Americans killed by police officers Its unbearable and it needs to become intolerable,two names add long list African Americans killed police officers unbearable needs become intolerable
223,1,Live from Orlando Watch Hillary share her plan for building an inclusive economy that helps everyone get ahead,Live Orlando Watch Hillary share plan building inclusive economy helps everyone get ahead
224,1,Every student should be able to graduate from college without taking on any debt,Every student able graduate college without taking debt
225,1,Keith Lamont Scott Terence Crutcher Too many others This has got to end H,Keith Lamont Scott Terence Crutcher many others got end H
226,0,Hopefully the violence amp unrest in Charlotte will come to an immediate end To those injured get well soon We need unity amp leadership,Hopefully violence amp unrest Charlotte come immediate end injured get well soon need unity amp leadership
227,0,The situations in Tulsa and Charlotte are tragic We must come together to make America safe again,situations Tulsa Charlotte tragic must come together make America safe
228,0,It is a MOVEMENT not a campaign Leaving the past behind changing our future Together we will MAKE AMERICA SAF,MOVEMENT campaign Leaving past behind changing future Together MAKE AMERICA SAF
229,1,Have student debt Planning for college See how much money Hillarys plan would save you,student debt Planning college See much money Hillarys plan would save
230,1,FACT Donald Trump used his charitable foundation to purchase multiple sixfoottall paintings of himself,FACT Donald Trump used charitable foundation purchase multiple sixfoottall paintings
231,1,A real headline about the Republican nominee Trump used 258000 from his charity to settle legal problems,real headline Republican nominee Trump used 258000 charity settle legal problems
232,1,Four months from today our next president will walk into the Oval Office Help make sure its not Donald Trump,Four months today next president walk Oval Office Help make sure Donald Trump
233,1,On this day in 1973 tennis champion Billie Jean King defeated Bobby Riggs in the Battle of the Sexes,day 1973 tennis champion Billie Jean King defeated Bobby Riggs Battle Sexes
234,0,Thank you Kenansville North Carolina! Remember on November 8th that special interest gravy train is coming to a,Thank Kenansville North Carolina! Remember November 8th special interest gravy train coming
235,1,You can leave this ad mutedtheres nothing to hear NyleDiMarco,leave ad mutedtheres nothing hear NyleDiMarco
236,1,Help get out the vote for Hillary plus get a free sticker when you sign up!,Help get vote Hillary plus get free sticker sign up!
237,0,Thank you High Point NC! I will fight for every neglected part of this nation amp I will fight to bring us together,Thank High Point NC! fight every neglected part nation amp fight bring us together
238,1,Trumps calls to torture and mistreat prisoners go against the very values we are fighting to defend Were better than this,Trumps calls torture mistreat prisoners go values fighting defend better
239,1,Donald hasnt given his own money to the Trump Foundation since 2008but its still paying his bills,Donald hasnt given money Trump Foundation since 2008but still paying bills
240,1,Its time to tell WellsFargo that Wall Street works for Main Streetnot the other way around,time tell WellsFargo Wall Street works Main Streetnot way around
241,1,Another unarmed Black man was shot in a police incident This should be intolerable We have so much work to do TerenceCrutcher H,Another unarmed Black man shot police incident intolerable much work TerenceCrutcher H
242,1,Donald Trump is using his foundationfunded by other peoples moneyto settle lawsuits,Donald Trump using foundationfunded peoples moneyto settle lawsuits
243,0,Hillary Clinton is taking the day off again she needs the rest Sleep well Hillary see you at the debate!,Hillary Clinton taking day needs rest Sleep well Hillary see debate!
244,0,Heading to North Carolina for two big rallies Will be there soon We will bring jobs back where they belong!,Heading North Carolina two big rallies soon bring jobs back belong!
245,0,Do people notice Hillary is copying my airplane rallies she puts the plane behind her like I have been doing from the beginning,people notice Hillary copying airplane rallies puts plane behind like beginning
246,1,The voice of your vote is the greatest voice we have NyleDiMarco,voice vote greatest voice NyleDiMarco
247,0,Thank you Nevada! AmericaFirst MakeAmericaGreatAgain,Thank Nevada! AmericaFirst MakeAmericaGreatAgain
248,0,Thank you Georgia! AmericaFirst MakeAmericaGreatAgain,Thank Georgia! AmericaFirst MakeAmericaGreatAgain
249,0,Crooked Hillary has been fighting ISIS or whatever she has been doing for years Now she has new ideas It is time for change,Crooked Hillary fighting ISIS whatever years new ideas time change
250,1,Catch FallonTonight at 1135pm ET to see letters from some of Hillarys biggest fans,Catch FallonTonight 1135pm ET see letters Hillarys biggest fans
251,1,You want to give me a good sendoff Go vote Barack Obama,want give good sendoff Go vote Barack Obama
252,0,Amazing rally in Florida this is a MOVEMENT! Join us today at,Amazing rally Florida MOVEMENT! Join us today
253,0,Together we will MAKE AMERICA SAFE AND GREAT AGAIN! ImWithYou AmericaFirst,Together MAKE AMERICA SAFE GREAT AGAIN! ImWithYou AmericaFirst
254,0,I will be interviewed on the oreillyfactor tonight from Florida now Enjoy!,interviewed oreillyfactor tonight Florida Enjoy!
255,1,Nobody in America should have to forgo a higher education because they cant afford it,Nobody America forgo higher education cant afford
256,1,Barack Obama said progress is on the ballot this November This economic data shows hes right,Barack Obama said progress ballot November economic data shows hes right
257,1,America has never made progress by thinking one person alone can fix our problems,America never made progress thinking one person alone fix problems
258,1,Everyone who wants to go to college should be able to without drowning in debt Hillary,Everyone wants go college able without drowning debt Hillary
259,1,Be a voter Check your registration and help your friends do the same,voter Check registration help friends
260,0,Philly FOP Chief On Presidential Endorsement Clinton Blew The Police Off,Philly FOP Chief Presidential Endorsement Clinton Blew Police
261,1,Lets make clear that love trumps hatenot just this November but always,Lets make clear love trumps hatenot November always
262,1,Find out how much Hillarys college plan will save you,Find much Hillarys college plan save
263,1,The lesson she passed on to me was simple but powerful No one gets through life alone Hillary on her mom,lesson passed simple powerful one gets life alone Hillary mom
264,1,When we work together we will trump hate,work together trump hate
265,0,Hillary Clintons weakness while she was Secretary of State has emboldened terrorists all over the worldcont,Hillary Clintons weakness Secretary State emboldened terrorists worldcont
266,1,We have to stand up to this hate We have to send a clear message America is better than this America is better than Donald Trump,stand hate send clear message America better America better Donald Trump
267,1,Were facing a candidate with a history of discrimination in his businesses who retweets white supremacists and led the birther movement,facing candidate history discrimination businesses retweets white supremacists led birther movement
268,1,In a democracy if you want to help the greatest number of people you have to push for reform from both the outsidein and the insideout,democracy want help greatest number people push reform outsidein insideout
269,1,Simply caring is not enough To drive real progress you have to change both hearts and laws,Simply caring enough drive real progress change hearts laws
